1 啊！老师，多么神圣的职务啊;啊！老师，多么的刻敬职守啊
1 关爱是一缕春风，温暖着每个人的心;关爱是一把火炬，照亮了每个人的行程
1 关爱是一把火炬，照亮了每个人的行程;关爱是一个港湾，安抚着每个远航归来的人
1 关爱是一个港湾，安抚着每个远航归来的人;关爱是一盏明灯，让我们感受到了光明
1 关爱是一缕阳光，照耀人们的心房;关爱是一艘小舟，将人们载往爱的彼岸
1 关爱是一艘小舟，将人们载往爱的彼岸;关爱是一朵鲜花，散发出沁人心脾的芳香
1 关爱是一朵鲜花，散发出沁人心脾的芳香;关爱是一盏明灯，为迷失的人们指引方向。
1 关爱是一首歌，滋润人们的心田;关爱是一句话，鼓励人们知难而进
1 关爱是一句话，鼓励人们知难而进;关爱是一个小小的动作，为别人指导正确的道路。
1 关爱是成功后的鲜花，催我上进;关爱是失败后的阳光，为我驱散阴云
1 关爱是失败后的阳光，为我驱散阴云;关爱是前进的动力，让我不放弃
1 关爱是前进的动力，让我不放弃;关爱是后退的阻力，使我永拼到底！
1 爱是在你口渴时，有人给你送来一杯水;关爱是在你沮丧时，有人给你一句鼓励
1 关爱是在你沮丧时，有人给你一句鼓励;关爱是在你出门时，有人给你句简单的叮咛。
1 关爱是一把火，它可以给予人们温暖;关爱是一座桥，它可以帮人们度过对岸，来到一个充满爱的地方
1 关爱是一座桥，它可以帮人们度过对岸，来到一个充满爱的地方;关爱是一盏灯它可以帮人们照亮前进的道路，使你不再害怕黑暗。
1 关爱，是一把伞，为我遮风挡雨;关爱，是一只手电筒，帮我照亮前方的路
1 关爱，是一只手电筒，帮我照亮前方的路;关爱，是一团火，助我战胜严寒。
1 给我一次困难，让我懂得克服;给我一次挫败，让我经受磨练
1 给我一次挫败，让我经受磨练;给我一次失败，让我学会反省
1 给我一次失败，让我学会反省;给我一次耻辱，让我学会振作
1 湖水是多么清澈，让你能看到水中游戏的鱼儿;湖水是多么的听话，风不吹，他不闹
1 湖水是多么的听话，风不吹，他不闹;湖水是多么的可爱，风来时，他调皮地嘟起小嘴巴，吹出一圈圈波纹。
1 花坛暖房里，它不开;冰天雪地里，它怒放
1 冰天雪地里，它怒放;寒风霜气中，它绽开。
1 阳春三月，不见它的踪影;寒冬腊月，它迸发出震撼人心的力量。
1 花从春走过，留下缕缕花香;叶从夏走过，留下片片荫凉
1 叶从夏走过，留下片片荫凉;风从秋走过，留下阵阵金浪
1 风从秋走过，留下阵阵金浪;雪从冬走过，留下种种希望。
1 花儿受到了太阳的关爱，因此世间有了万紫千红，百花争妍的美景;鹰儿的到了蓝天的关爱，因此有了盘旋环绕，利峰直刺云霄的豪情
1 鹰儿的到了蓝天的关爱，因此有了盘旋环绕，利峰直刺云霄的豪情;水儿得到了大地的关爱，因此四海有了水滴石穿，百川竟东流的奇瑰。
1 花坛暖房里，它不开;冰天雪地里，它怒放
1 冰天雪地里，它怒放;寒风霜气中，它绽开
1 寒风霜气中，它绽开;阳春三月，不见它的踪影
1 阳春三月，不见它的踪影;寒冬腊月，它迸发出震撼人心的力量。
1 花儿开放了，是太阳的笑脸;花儿开放了，是春天的脚步
1 花儿开放了，是春天的脚步;花儿开放了，是姑娘的笑脸
1 花儿开放了，是姑娘的笑脸;花儿开放了，是甜美的思念。
1 花真美啊，美得像一张张灿烂的笑脸;花真香啊，香得仿佛让你走进了香水世界
1 花真香啊，香得仿佛让你走进了香水世界;花真多啊，多得如天上的繁星！
1 花真美啊，就像婀娜多姿的在跳舞的女孩;花真香啊，就像香气袭人的蜂蜜
1 花真香啊，就像香气袭人的蜂蜜;花真濯清涟而不妖啊，就像亭亭玉立的女孩一样。
1 谎言是一只心灵的蛀虫，将人的心蛀得面目全非;谎言是一个深深的泥潭，让人深陷其中无法自拔
1 谎言是一个深深的泥潭，让人深陷其中无法自拔;谎言是一个无尽的黑洞，让人坠入罪恶的深渊万劫不复。
1 谎言是一种毒品，让人越陷越深;谎言是最蹩脚的表演，令人不断喝倒彩
1 谎言是最蹩脚的表演，令人不断喝倒彩;谎言，需要更多的谎言进行掩饰。
1 教育是一项事业，事业的意义在于奉献;教育是一门科学，科学的价值在于求真
1 教育是一门科学，科学的价值在于求真;教育是一门艺术，艺术的生命在于创新。
1 教育不仅仅是捧上一张张高一级学校的录取通知书，而是捧出一个个有鲜明个性的活生生的人;教育不仅仅是追求百分之多少的升学率，而是追求每个学生的生动、活泼、主动的发展
1 教育不仅仅是追求百分之多少的升学率，而是追求每个学生的生动、活泼、主动的发展;教育不仅仅是汇报时的总结，评比时的数据，而是教师与学生共度的生命历程，共创的人生体验。
1 涓涓小溪与涓涓小溪的交流，便有了碧波连天的湖泊和浩渺无边的大海;太阳和月亮的交流，便有了阳光明媚和群星灿烂的美丽昼夜
1 太阳和月亮的交流，便有了阳光明媚和群星灿烂的美丽昼夜;山花和山花的沟通，便有了繁花似锦的春天
1 山花和山花的沟通，便有了繁花似锦的春天;阳光与云岚的沟通，便有了天空五彩缤纷的彩虹。
1 即使是丹青高手，也难以勾勒出父亲那坚挺的脊梁;即使是文学泰斗，也难以刻画尽父亲那不屈的精神
1 即使是文学泰斗，也难以刻画尽父亲那不屈的精神;即使是海纳百川，也难以包罗尽父亲对儿女无私的关爱。
1 静物是凝固的美，动景是流动的美;直线是流畅的美，曲线是婉转的美
1 直线是流畅的美，曲线是婉转的美;喧闹的城市是繁华的美，宁静的村庄是淡雅的美。
1 假如没有追求，我们只会在凄厉中颤抖;假如没有追求，我们只会在艰难中怒吼
1 假如没有追求，我们只会在艰难中怒吼;假如没有追求，我们只能在狂风暴雨中苟延残喘
1 假如没有追求，我们只能在狂风暴雨中苟延残喘;假如没有追求，我们只能在山穷水尽中束手无措。
1 假如生命是一株小草，我愿为春天献上一点嫩绿;假若生命是一棵大树，我愿为大地撒下一片绿阴，假如生命是一朵鲜花，我愿意为世界奉上一缕馨香
1 假若生命是一棵大树，我愿为大地撒下一片绿阴，假如生命是一朵鲜花，我愿意为世界奉上一缕馨香;假如生命是一枚果实，我愿为人间留下一丝甘甜。
1 假如当初袁绍能礼贤下士，虚心听取许攸的劝告，何至于痛失乌巢兵败官渡呢？假如当初唐宗不能听取魏征逆耳忠言，又怎能出现"贞观之治"的太平盛世呢？善纳忠言者昌;拒纳人言者亡。假如刘备能听信忠言，戒骄戒躁，又何至于落得个大事难成，白帝托孤的结局呢？假若当初刘备不能三顾茅庐，虚心求教，又怎能“三分天下有其一”呢？要想事业兴旺，就必须广开言路，察纳忠言。假若当初周厉王能听从良言，不钳民口，又何至于落得个众叛亲离，被流于彘的下场呢？假若当初赵太后不能听从触龙的劝谏，让长安君“质于齐”，又怎能得到齐国的援助，使国家摆脱困境呢？要想使国家兴旺安定，当权者就要善纳人言。假若当初楚怀王能听取屈原的意见，又何至于落得个“兵挫地削”“客死于秦”的下场呢？如果当初康熙不能采纳周培公的进谏，又怎能取得打败吴三桂，平定三藩的辉煌业绩呢？能虚心纳谏，则国家兴旺
1 拒纳人言者亡。假如刘备能听信忠言，戒骄戒躁，又何至于落得个大事难成，白帝托孤的结局呢？假若当初刘备不能三顾茅庐，虚心求教，又怎能“三分天下有其一”呢？要想事业兴旺，就必须广开言路，察纳忠言。假若当初周厉王能听从良言，不钳民口，又何至于落得个众叛亲离，被流于彘的下场呢？假若当初赵太后不能听从触龙的劝谏，让长安君“质于齐”，又怎能得到齐国的援助，使国家摆脱困境呢？要想使国家兴旺安定，当权者就要善纳人言。假若当初楚怀王能听取屈原的意见，又何至于落得个“兵挫地削”“客死于秦”的下场呢？如果当初康熙不能采纳周培公的进谏，又怎能取得打败吴三桂，平定三藩的辉煌业绩呢？能虚心纳谏，则国家兴旺;不能虚心纳谏，则国家衰亡。假若当初吴王能阖闾能听从伍子胥的良言，又何至于落得个国破家亡的结局呢？假若当初越王勾践当初不能采纳范蠡、文种的意见，又怎能实现灭吴复国的愿望呢？善纳人言者，昌
1 不能虚心纳谏，则国家衰亡。假若当初吴王能阖闾能听从伍子胥的良言，又何至于落得个国破家亡的结局呢？假若当初越王勾践当初不能采纳范蠡、文种的意见，又怎能实现灭吴复国的愿望呢？善纳人言者，昌;不纳人言者，亡。假如当初蔡桓公能虚心听取扁鹊的劝告，何至于病入膏肓，一命呜呼呢？如果当初唐太宗不能听取魏征的逆耳之言，又怎么能出现“贞观之治”呢？
1 军训虽然苦，但它让我们更加懂得了要珍惜现在的幸福生活;军训虽然累，但它让我们体验到了超出体力极限快感
1 军训虽然累，但它让我们体验到了超出体力极限快感;军训虽然严，但它让我们更加地严格要求自己。
1 家是快乐的地方，和家人一起有说有笑是多么快乐啊;家是温暖的地方，家人如照顾掌上明珠一样照顾你，是多么温暖啊
1 家是温暖的地方，家人如照顾掌上明珠一样照顾你，是多么温暖啊;家是幸福的地方，和家人们在一起是多么幸福啊！
1 家是远帆后温馨的海港;家是可以娱乐的歌舞厅
1 家是可以娱乐的歌舞厅;家是可以让你哭泣的枕头。
1 家是夏天的冰淇淋，为我们除去心灵的炎热;家是冬天的炉火，为我们除去心中的寒意
1 家是冬天的炉火，为我们除去心中的寒意;家是春季的春雨，滋润着我们这些花草
1 家是春季的春雨，滋润着我们这些花草;家是秋季的清风，为我们带走心中的烦燥。
1 家是一首多味的诗，只有用心去品，才能读出其中的滋味;家是一盅药，只有坚持去尝，才能感受神奇的疗效
1 家是一盅药，只有坚持去尝，才能感受神奇的疗效;家是一座城堡，只有倾心鉴赏，才能品出深奥的内涵。
1 家是一片沙漠的绿洲，使黯然失望的人感到久违的希望;家是一片黑暗的灯火，使孤寂无助的人看到美丽的方向
1 家是一片黑暗的灯火，使孤寂无助的人看到美丽的方向;家是一片海洋的小岛，使疲惫不堪的人找到歇脚的地方。
1 家是一只船，它带给人们的感受是“温馨”;家是温暖的港湾，它带给人们的感受是“温暖”
1 家是温暖的港湾，它带给人们的感受是“温暖”;家是永远的岸，它带给人们的感受是“梦魂萦绕和永远的牵挂”。
1 家是一个温馨的港湾，旅途疲乏了，可以好好休息，再起航;家是一只船，它带给人们的感受是“温馨
1 家是一只船，它带给人们的感受是“温馨;家是温暖的港湾，它带给人们的感受是“温暖
1 家是温暖的港湾，它带给人们的感受是“温暖;家是永远的岸，它带给人们的感受是“梦魂萦绕和永远的牵挂
1 家是永远的岸，它带给人们的感受是“梦魂萦绕和永远的牵挂;家是一扇门，有了门就不再害怕坏人到我们家来。
1 家是冬日的阳光，在失望时带来温暖;家是坚固的小船，在困难时驶向彼岸
1 家是坚固的小船，在困难时驶向彼岸;家是拂面的春风，在懦弱时带来希望。
1 家，是慰藉心灵的港湾;家，是心灵的创口贴
1 家，是心灵的创口贴;家，是冬日温暖的阳光。
1 家像海上的灯塔，等待远航的船只归来;家像黎明前的启明星，照亮旅人前进的道路
1 家像黎明前的启明星，照亮旅人前进的道路;家像沙漠里的一汪清泉，滋润着忙碌奔波的人们的心灵。
1 坚强是在考试不好时，重新振作，下次考好;坚强是在心情不好时，自我调整，笑对未来
1 坚强是在心情不好时，自我调整，笑对未来;坚强是在最后一百米冲刺时，坚持到底，一鼓作气。
1 坚强是胜利的利刃，为你斩断荆棘;坚强是奋斗的羽翼，帮你撑起晴空
1 坚强是奋斗的羽翼，帮你撑起晴空;坚强是永恒的道路，伴你一生长行。
1 是坚强，给予了我信心;是坚强，给予了我温暖
1 是坚强，给予了我温暖;是坚强，给予了我关爱。
1 坚强是一首歌，使人更加自信;坚强是一首歌，给了人一颗坚韧的心
1 坚强是一首歌，给了人一颗坚韧的心;坚强是一首歌，告诉我们该怎样面对生活！
